LGACODE,LABEL,YEAR,GIFTS/DONATIONS REPORTED BY TAXPAYERS_Persons,GIFTS/DONATIONS REPORTED BY TAXPAYERS_Median_Amount,METHOD OF TRAVEL TO WORK_Used one method - Train or tram,METHOD OF TRAVEL TO WORK_Used one method - Bus,METHOD OF TRAVEL TO WORK_Used one method - Car (as driver or passenger),METHOD OF TRAVEL TO WORK_Used one method - Motor bike/scooter,METHOD OF TRAVEL TO WORK_Used one method - Bicycle,METHOD OF TRAVEL TO WORK_Used one method - Other (inc. Taxis),METHOD OF TRAVEL TO WORK_Used one method - Walked only,METHOD OF TRAVEL TO WORK_Total used one method,METHOD OF TRAVEL TO WORK_Total used more than one method,METHOD OF TRAVEL TO WORK_Other - Worked from home,METHOD OF TRAVEL TO WORK_Other - Employed but did not go to work,METHOD OF TRAVEL TO WORK_Other - Method of travel not stated,METHOD OF TRAVEL TO WORK_Total employed,HOUSEHOLDS BY TYPE_Lone person households,HOUSEHOLDS BY TYPE_Group households,HOUSEHOLDS BY TYPE_Family households,HOUSEHOLDS BY TYPE_Total households,HOUSEHOLDS BY TYPE_Average Household Size,FAMILIES BY TYPE_Couple families with children under 15 and/or dependent students,FAMILIES BY TYPE_Couple families with non-dependent children only,FAMILIES BY TYPE_Couple families without children,"FAMILIES BY TYPE_One parent families, children under 15 &/or dependent students","FAMILIES BY TYPE_One parent families, non-dependent children only",FAMILIES BY TYPE_Other families,FAMILIES BY TYPE_Total families,FAMILIES BY TYPE_Average Family Size,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Married in a registered marriage,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Married in a de facto marriage,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Not married,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Married,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Never Married,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Widowed,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Divorced,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Separated,ACCESS TO INTERNET AT HOME_Internet accessed from dwelling,ACCESS TO INTERNET AT HOME_Internet not accessed from dwelling,ACCESS TO INTERNET AT HOME_Average monthly household rental payment,ACCESS TO INTERNET AT HOME_Average monthly household mortgage payment,UNPAID CHILD CARE _Persons who did not provide child care (%),UNPAID CHILD CARE _Persons who cared for own child/children ,UNPAID CHILD CARE _Persons who cared for other child/children ,UNPAID CHILD CARE _Persons who cared for own child/children and other child/children ,UNPAID WORK_Persons who provided unpaid assistance to a person with a disability ,UNPAID WORK_Persons undertaking voluntary work for an organisation or group,COUNT OF ALL CHILDREN IN FAMILY_Average number of all children in a family,HOUSING SUITABILITY_Dwellings with extra bedrooms needed,HOUSING SUITABILITY_Dwellings with bedrooms spare,HOUSING SUITABILITY_Dwellings with no bedrooms needed or spare,DWELLING STRUCTURE_Separate house ,"DWELLING STRUCTURE_Semi-detached, row or terrace house, townhouse etc. ",DWELLING STRUCTURE_Flat or apartment ,DWELLING STRUCTURE_Other dwelling ,TENURE TYPEOwned Outright,TENURE TYPEOwned with a mortgage,TENURE TYPERented,HOUSEHOLD STRESS_Households where mortgage repayments are less than 30% of household income,HOUSEHOLD STRESS_Households with mortgage repayments greater than or equal to 30% of household income,HOUSEHOLD STRESS_Households where rent payments are less than 30% of household income,HOUSEHOLD STRESS_Households with rent payments greater than or equal to 30% of household income,SEIFA_Australia SEIFA decile ranking - Index of Relative Socio-Economic Disadvantage (IRSD),SEIFA_Australia SEIFA decile ranking - Index of Relative Socio-Economic Advantage and Disadvantage (IRSAD),SEIFA_Australia SEIFA decile ranking - Index of Education and Occupation (IEO),SEIFA_Australia SEIFA decile ranking - Index of Economic Resources (IER),SEIFA_State SEIFA decile ranking - Index of Relative Socio-Economic Disadvantage (IRSD),SEIFA_State SEIFA decile ranking - Index of Relative Socio-Economic Advantage and Disadvantage (IRSAD),SEIFA_State SEIFA decile ranking - Index of Education and Occupation (IEO),SEIFA_State SEIFA decile ranking - Index of Economic Resources (IER),"Homelessness rate per 10,000 persons",Average commuting distance from Place of Usual Residence,Median commuting distance from Place of Usual Residence,Average commuting distance to place of work,Median commuting distance to place of work
14870,Lithgow (C),2016,"4,078",80,53,24,"5,703",18,23,58,366,"6,353",74,356,904,111,"7,798","2,561",188,"5,114","7,862",2.3,"1,477",468,"2,200",636,369,70,"5,215",2.9,"6,616","1,498","6,370",45.4,33.1,7,10.7,3.9,71.8,24.7,972,"1,558",60.7,16.3,8,0.7,12.4,18.4,1.8,183,"6,125","1,113","6,766",537,137,347,41.8,29.3,24.6,95.3,4.7,89.9,10.1,2,2,1,3,2,2,1,2,29,22.3,9.8,21.8,9.4
14900,Liverpool (C),2011,"33,382",105,"4,258","1,228","52,051",239,249,504,"1,661","61,554","4,086","1,855","5,445","1,627","74,567","8,596",977,"44,018","53,596",3.2,"21,322","5,094","11,056","5,443","3,028",606,"46,564",3.4,"67,488","6,234","53,224",52.9,32,4.6,6.9,3.6,,,"1,245","2,207",62.6,22.1,5.8,0.6,11.2,9.5,2,,,,"40,344","6,353","6,763",87,24.1,41.9,30.4,83.3,16.7,87.8,12.2,,,,,,,,,43.3,,,,
14900,Liverpool (C),2012,"32,398",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14900,Liverpool (C),2013,"32,972",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14900,Liverpool (C),2014,"34,676",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14900,Liverpool (C),2015,"36,342",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14900,Liverpool (C),2016,"37,084",150,"5,648","1,314","58,716",274,166,488,"1,661","69,508","5,179","2,530","5,608","1,080","83,905","9,208","1,029","48,556","58,786",3.2,"23,535","5,956","12,021","5,849","3,593",800,"51,746",3.4,"73,087","8,423","61,824",51.8,32.7,4.5,7.2,3.8,82.4,14.3,"1,567","2,199",63.5,21.8,5.7,0.5,11.9,11,2,"4,447","38,015","12,525","44,395","6,157","7,772",124,24.1,40,32,87.8,12.2,85.5,14.5,4,6,5,8,4,7,5,8,51.7,18.4,16.3,18.2,12.3
14920,Liverpool Plains (A),2011,"1,128",81,3,15,"1,866",16,,38,246,"2,276",25,398,304,78,"3,081",832,79,"2,040","2,948",2.4,622,120,947,223,113,41,"2,074",2.8,"2,745",546,"2,079",50.8,29,8.1,8.8,3.3,,,605,"1,345",67.9,17.2,6.4,0.8,12.8,26.3,1.9,,,,"2,825",44,54,22,43,24.7,28.7,94.6,5.4,93.5,6.5,,,,,,,,,27.5,,,,
14920,Liverpool Plains (A),2012,"1,033",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14920,Liverpool Plains (A),2013,"1,004",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14920,Liverpool Plains (A),2014,984,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14920,Liverpool Plains (A),2015,"1,010",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14920,Liverpool Plains (A),2016,992,106,,8,"1,940",9,,24,200,"2,259",18,385,298,53,"3,013",875,76,"1,954","2,916",2.3,569,139,887,239,116,38,"1,991",2.9,"2,561",559,"2,202",48.1,30.4,7.7,9.8,4.2,69.4,27.9,764,"1,380",63.3,17.8,6.2,0.7,12.3,25.9,1.9,70,"2,314",369,"2,772",13,88,28,41.3,25.1,29.3,95.2,4.8,93,7,2,2,2,3,2,2,1,3,21.3,24.7,14.6,21.3,7.7
14950,Lockhart (A),2011,502,60,,4,719,3,,34,113,910,24,237,131,30,"1,332",302,23,803,"1,127",2.5,294,57,362,49,36,13,810,3,"1,252",131,725,58.1,23.9,8.1,7.3,2.5,,,487,"1,170",63.9,19.2,9.3,0.8,13.6,35.1,2,,,,"1,097",,10,11,48.3,31,16.7,93.5,6.5,96.9,3.1,,,,,,,,,,,,,
14950,Lockhart (A),2012,453,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14950,Lockhart (A),2013,485,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14950,Lockhart (A),2014,446,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14950,Lockhart (A),2015,432,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14950,Lockhart (A),2016,393,60,,3,787,3,3,16,104,939,12,205,121,17,"1,294",313,16,797,"1,129",2.5,258,61,365,60,42,7,802,3,"1,191",138,768,56.3,24.9,7.9,7.8,3.6,74.8,22.9,625,"1,220",60.8,19.3,8.1,0.8,12.6,34.8,2.1,18,902,142,"1,085",3,21,17,47.3,30.4,18.1,96,4,96.2,3.8,6,6,7,8,7,7,7,8,59.3,29.3,28.8,24.4,7.9
15050,Maitland (C),2011,"16,447",60,416,140,"23,699",163,103,129,546,"25,562",488,940,"3,796",401,"31,187","5,185",569,"18,342","24,096",2.7,"7,031","1,589","6,677","2,177","1,016",220,"18,717",3.1,"25,031","4,885","18,593",50.9,31.9,5.4,8.7,3.2,,,"1,105","1,847",60,23.3,9.2,1.2,12.4,14.8,1.9,,,,"21,263","1,486","1,188",157,30.9,39.7,26.8,91.4,8.6,91.3,8.7,,,,,,,,,17.3,,,,
15050,Maitland (C),2012,"15,322",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15050,Maitland (C),2013,"15,344",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15050,Maitland (C),2014,"15,336",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15050,Maitland (C),2015,"15,419",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15050,Maitland (C),2016,"15,793",100,200,172,"27,187",149,100,164,512,"28,805",537,"1,168","3,925",257,"34,692","5,948",662,"20,758","27,374",2.7,"7,755","1,775","7,558","2,636","1,197",291,"21,220",3,"26,922","6,388","21,431",48.9,33.3,5.1,9,3.7,82.1,15.4,"1,322","1,834",59.4,23.7,9.1,1.2,12.9,16.1,1.9,566,"21,587","3,589","23,848","2,437",604,109,28.9,38.3,29.5,93.4,6.6,88.9,11.1,6,6,4,8,7,6,4,8,15.9,22.3,15.5,17.9,11
15240,Mid-Coast (A),2011,"14,005",60,20,128,"20,544",164,181,219,"1,354","23,160",231,"1,911","3,530",596,"29,428","9,946",879,"23,643","34,461",2.3,"6,034","1,452","12,177","2,873","1,246",267,"24,047",2.7,"32,589","5,744","24,526",51.3,25.2,8.8,11,3.8,,,913,"1,500",68.5,15.6,6.8,0.9,13.9,20.3,1.9,,,,"28,214","2,927","2,554",737,44.9,25.1,26,92.6,7.4,88.5,11.5,,,,,,,,,31.9,,,,
15240,Mid-Coast (A),2012,"12,809",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15240,Mid-Coast (A),2013,"12,164",71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15240,Mid-Coast (A),2014,"11,799",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15240,Mid-Coast (A),2015,"11,741",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15240,Mid-Coast (A),2016,"11,503",100,32,144,"21,449",166,148,222,"1,145","23,782",230,"1,945","3,603",472,"30,032","10,798","1,021","24,408","36,233",2.2,"5,695","1,666","12,817","2,784","1,557",320,"24,837",2.7,"32,787","6,627","26,977",49.5,26.1,8.6,11.7,4.1,74,22.8,"1,116","1,482",68.4,14.2,7.1,0.6,13.8,20.7,1.8,812,"28,342","5,046","29,413","3,433","2,399",738,46,24.2,25.1,94.5,5.5,88,12,3,2,3,3,2,2,2,2,23.4,18.6,7,15.6,6.3
15270,Mid-Western Regional (A),2011,"3,685",80,3,31,"6,386",58,43,91,462,"7,281",86,729,"1,104",163,"9,363","2,273",219,"5,877","8,361",2.4,"1,980",426,"2,587",631,270,75,"5,970",2.9,"7,977","1,741","5,863",49.9,30,7.1,9.2,3.8,,,928,"1,681",64.6,19.5,6.5,0.9,11.3,21.2,1.9,,,,"7,616",305,306,144,40.5,29.3,26.6,93.1,6.9,91.4,8.6,,,,,,,,,23.5,,,,
15270,Mid-Western Regional (A),2012,"3,214",104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15270,Mid-Western Regional (A),2013,"3,091",114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15270,Mid-Western Regional (A),2014,"3,252",105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15270,Mid-Western Regional (A),2015,"3,236",106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15270,Mid-Western Regional (A),2016,"3,192",110,7,13,"6,934",46,28,47,425,"7,672",102,715,"1,056",144,"9,689","2,531",248,"5,993","8,768",2.4,"2,063",418,"2,573",632,319,77,"6,077",2.9,"7,842","2,028","6,255",48.4,31,6.8,9.7,4.2,74.3,22.2,"1,122","1,777",60.8,19.4,6.6,0.8,11,21.7,1.9,186,"6,852","1,156","8,005",336,221,120,38,30.6,27.4,94.1,5.9,90,10,5,4,3,6,5,4,2,6,20,21.1,4.8,23.2,5
15300,Moree Plains (A),2011,"2,001",95,4,23,"3,994",44,29,85,377,"4,692",52,498,460,115,"5,817","1,313",115,"3,236","4,662",2.5,"1,176",208,"1,222",467,181,61,"3,323",3.1,"3,924","1,166","3,602",44.3,39.4,6.4,6.8,3.1,,,630,"1,435",59.6,20.4,7,1.5,10.5,21.7,2,,,,"4,074",130,381,70,30.1,24.8,40.4,95.3,4.7,92.2,7.8,,,,,,,,,73.4,,,,
15300,Moree Plains (A),2012,"1,905",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15300,Moree Plains (A),2013,"1,938",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15300,Moree Plains (A),2014,"1,852",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15300,Moree Plains (A),2015,"1,826",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15300,Moree Plains (A),2016,"1,775",110,4,7,"3,981",23,20,65,333,"4,549",21,453,419,79,"5,521","1,339",129,"3,077","4,545",2.5,"1,000",223,"1,178",490,209,82,"3,169",3,"3,596","1,077","3,702",43.6,39.7,5.9,6.9,4,66.2,28.3,783,"1,464",59.2,18.2,7,0.9,10.1,21.6,1.9,152,"3,241",716,"3,758",239,434,82,28.5,24.2,40.7,96.6,3.4,90.6,9.4,2,3,4,2,2,2,3,1,93.8,21.6,3.6,24.3,3.8
15350,Mosman (A),2011,"8,044",320,54,"2,458","5,993",145,136,170,668,"10,205",993,"1,058","1,099",131,"13,486","3,405",346,"6,995","10,741",2.3,"2,884",356,"2,931",508,253,101,"7,044",3,"10,190","1,729","7,708",51.4,32.4,5.6,8.6,2.1,,,"2,079","3,219",63.6,20.3,6.7,0.8,10.2,23.5,1.8,,,,"4,176","1,347","5,161",14,36.7,26.4,34.3,88.8,11.2,85.5,14.5,,,,,,,,,12.2,,,,
15350,Mosman (A),2012,"7,850",330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15350,Mosman (A),2013,"7,912",350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15350,Mosman (A),2014,"7,879",350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15350,Mosman (A),2015,"7,876",365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15350,Mosman (A),2016,"7,579",377,80,"2,943","6,058",133,124,158,632,"10,597","1,022","1,229","1,052",99,"13,999","3,242",323,"7,458","11,022",2.4,"3,094",420,"3,114",544,257,86,"7,525",3,"10,667","2,113","7,832",52,31.9,5.2,8.8,2.1,91.1,7,"2,629","3,103",63.5,20.8,7,0.5,10.5,25.6,1.8,281,"7,042","2,969","3,901","1,339","5,701",49,36.3,26.5,34.3,93.9,6.1,86.3,13.7,10,10,10,10,10,10,10,10,18.3,8.5,7.5,11.8,7.3
